research_id,mission_id,country,experiment_type,research_domain,duration_days,data_generated_gb,personnel_required,equipment_count,resource_cost_musd,success,year
RSH-0000244,MSN-0088337,France,Spectroscopic Survey,Space Botany,168,232.2,21,11,47.11,True,2018
RSH-0000245,MSN-0070483,India,Radiation Profiling,Microgravity Biology,518,614.9,13,3,1.24,True,1965
RSH-0000246,MSN-0032104,China,Gravitational Wave Detection,Microgravity Biology,450,3521.8,37,13,24.18,True,2002
RSH-0000247,MSN-0000288,Russia,Cosmic Dust Analysis,Solar Dynamics,708,752.7,41,8,44.18,False,2013
RSH-0000248,MSN-0080977,USA,Radiation Profiling,Relativistic Physics,619,263.6,36,14,22.33,True,1981
RSH-0000249,MSN-0063954,China,Spectroscopic Survey,Exoplanetology,369,839.7,2,8,41.98,True,2024
RSH-0000250,MSN-0039691,USA,Thermal Imaging,Relativistic Physics,487,1746.7,9,12,13.55,True,2019
RSH-0000251,MSN-0026002,USA,Spectroscopic Survey,Microgravity Biology,47,894.8,7,2,33.25,True,2023
RSH-0000252,MSN-0067119,Russia,Fluid Dynamics,Quantum Communications,426,470.9,13,6,20.4,True,1999
RSH-0000253,MSN-0046029,China,Cosmic Dust Analysis,Space Botany,394,2340.8,38,13,13.61,True,2021
RSH-0000254,MSN-0056810,USA,Cosmic Dust Analysis,Quantum Communications,563,690.8,8,2,10.7,True,2013
RSH-0000255,MSN-0033199,China,Orbital Crystallography,Microgravity Biology,621,888.2,36,9,1.95,True,2003
RSH-0000256,MSN-0064643,Canada,Autonomous Navigation,Space Botany,452,1004.4,25,4,26.99,True,1999
RSH-0000257,MSN-0029729,Russia,Plasma Physics,Atmospheric Physics,624,2859.2,3,8,23.9,True,1977
RSH-0000258,MSN-0051918,China,Gravitational Wave Detection,Materials Science,474,2962.2,32,2,38.33,True,2022
RSH-0000259,MSN-0046633,Russia,Lidar Surface Mapping,Quantum Communications,412,703.8,10,4,20.46,True,2009
RSH-0000260,MSN-0099216,China,Orbital Crystallography,Exoplanetology,476,425.3,6,8,45.25,True,2017
RSH-0000261,MSN-0011221,ESA,Lidar Surface Mapping,Astrophysics,462,654.4,40,12,12.92,True,2023
RSH-0000262,MSN-0003008,China,Gravitational Wave Detection,Exoplanetology,508,770.0,19,12,34.4,True,1989
RSH-0000263,MSN-0030529,USA,Spectroscopic Survey,Space Botany,204,2129.8,4,6,39.43,True,2002
RSH-0000264,MSN-0044139,France,Gravitational Wave Detection,Quantum Communications,477,3015.9,43,14,43.88,True,2012
RSH-0000265,MSN-0037210,USA,Cosmic Dust Analysis,Planetary Geology,534,1169.7,5,2,36.39,False,1970
RSH-0000266,MSN-0026774,Japan,Gravitational Wave Detection,Microgravity Biology,676,3128.0,27,8,27.43,True,2015
RSH-0000267,MSN-0059135,UAE,Cosmic Dust Analysis,Planetary Geology,220,2746.6,17,10,6.11,True,2022
RSH-0000268,MSN-0096465,India,Plasma Physics,Microgravity Biology,22,1207.7,26,12,18.42,True,2014
RSH-0000269,MSN-0073674,China,Gravitational Wave Detection,Relativistic Physics,79,606.3,32,9,17.07,True,1961
RSH-0000270,MSN-0069230,USA,Plasma Physics,Planetary Geology,141,807.7,7,13,6.71,True,2001
RSH-0000271,MSN-0061506,ESA,Spectroscopic Survey,Quantum Communications,317,2035.5,7,7,14.21,True,2010
RSH-0000272,MSN-0071324,USA,Lidar Surface Mapping,Solar Dynamics,602,748.0,22,3,35.54,True,2017
RSH-0000273,MSN-0005044,Germany,Cosmic Dust Analysis,Space Botany,39,1050.6,40,3,15.14,True,1992
RSH-0000274,MSN-0096090,China,Lidar Surface Mapping,Materials Science,344,487.0,34,15,16.39,False,2000
RSH-0000275,MSN-0008511,South Korea,Spectroscopic Survey,Relativistic Physics,652,1185.1,11,13,29.89,True,2002
RSH-0000276,MSN-0086363,Russia,Gravitational Wave Detection,Space Botany,258,2564.4,6,1,18.51,False,2004
RSH-0000277,MSN-0083216,USA,Orbital Crystallography,Materials Science,472,1472.4,10,10,8.51,False,2015
RSH-0000278,MSN-0056298,USA,Gravitational Wave Detection,Relativistic Physics,28,464.6,27,4,18.65,False,1998
RSH-0000279,MSN-0071709,ESA,Orbital Crystallography,Microgravity Biology,122,701.9,43,15,39.94,True,2017
RSH-0000280,MSN-0066400,India,Spectroscopic Survey,Microgravity Biology,219,792.4,12,13,36.69,True,2022
RSH-0000281,MSN-0054659,China,Thermal Imaging,Atmospheric Physics,523,2177.3,9,10,32.5,True,1992
RSH-0000282,MSN-0073047,France,Radiation Profiling,Space Botany,344,1220.3,3,9,9.96,False,2003
RSH-0000283,MSN-0031023,USA,Orbital Crystallography,Quantum Communications,354,942.9,31,12,16.18,True,2021
RSH-0000284,MSN-0061426,China,Plasma Physics,Relativistic Physics,479,1270.5,6,11,12.76,False,1972
RSH-0000285,MSN-0008960,China,Fluid Dynamics,Microgravity Biology,315,1086.6,7,3,39.44,True,2019
RSH-0000286,MSN-0031449,USA,Autonomous Navigation,Space Botany,543,851.8,32,6,18.79,True,1980
RSH-0000287,MSN-0099100,China,Radiation Profiling,Relativistic Physics,375,274.0,39,10,41.64,False,2010
RSH-0000288,MSN-0072787,Russia,Gravitational Wave Detection,Materials Science,203,434.9,12,6,11.89,True,2006
RSH-0000289,MSN-0014399,Russia,Autonomous Navigation,Relativistic Physics,507,195.5,25,7,41.54,False,2015
RSH-0000290,MSN-0033546,Russia,Radiation Profiling,Materials Science,311,1079.5,24,15,21.76,True,1987
RSH-0000291,MSN-0090895,Russia,Fluid Dynamics,Relativistic Physics,520,1198.7,7,11,15.77,True,1972
RSH-0000292,MSN-0001715,China,Thermal Imaging,Exoplanetology,658,1405.7,42,6,29.92,False,1969
RSH-0000293,MSN-0071316,Other,Spectroscopic Survey,Atmospheric Physics,564,902.8,16,8,43.74,True,1995
RSH-0000294,MSN-0044354,Russia,Spectroscopic Survey,Solar Dynamics,422,2074.7,19,10,8.28,False,1983
RSH-0000295,MSN-0099049,USA,Fluid Dynamics,Exoplanetology,615,574.2,25,4,28.44,True,1996
RSH-0000296,MSN-0061084,Other,Fluid Dynamics,Exoplanetology,402,1030.9,17,14,36.74,True,1995
RSH-0000297,MSN-0094890,USA,Fluid Dynamics,Planetary Geology,529,1179.2,40,9,15.1,True,1978
RSH-0000298,MSN-0016646,Russia,Spectroscopic Survey,Astrophysics,413,368.7,6,7,43.29,False,2000
RSH-0000299,MSN-0039661,USA,Cosmic Dust Analysis,Quantum Communications,589,2302.1,30,3,12.36,True,2010
RSH-0000300,MSN-0096256,ESA,Radiation Profiling,Astrophysics,251,1325.1,34,14,28.86,True,1987
RSH-0000301,MSN-0046273,France,Orbital Crystallography,Planetary Geology,640,885.6,20,13,38.38,True,2012
RSH-0000302,MSN-0083727,USA,Lidar Surface Mapping,Quantum Communications,255,525.9,18,8,35.61,True,1969
RSH-0000303,MSN-0022871,China,Thermal Imaging,Quantum Communications,279,2157.4,38,9,28.59,True,1982
RSH-0000304,MSN-0088163,France,Orbital Crystallography,Quantum Communications,553,957.1,5,13,16.86,True,1982
RSH-0000305,MSN-0042390,Russia,Thermal Imaging,Relativistic Physics,314,2040.5,16,12,8.05,True,2014
RSH-0000306,MSN-0018106,China,Fluid Dynamics,Space Botany,603,387.2,6,9,7.46,True,2019
RSH-0000307,MSN-0025104,USA,Plasma Physics,Quantum Communications,545,1392.5,29,6,41.64,True,2019
RSH-0000308,MSN-0064554,USA,Lidar Surface Mapping,Quantum Communications,677,378.6,11,2,33.7,True,1999
RSH-0000309,MSN-0090127,USA,Spectroscopic Survey,Quantum Communications,304,377.6,41,4,20.51,True,1998
RSH-0000310,MSN-0039017,ESA,Gravitational Wave Detection,Space Botany,393,2904.9,5,3,22.48,False,2007
RSH-0000311,MSN-0046224,USA,Orbital Crystallography,Space Botany,254,4780.2,27,2,21.43,False,1994
RSH-0000312,MSN-0017522,USA,Gravitational Wave Detection,Exoplanetology,349,2355.1,22,12,23.94,True,2019
RSH-0000313,MSN-0047334,USA,Spectroscopic Survey,Materials Science,243,2640.0,24,12,23.43,False,2024
RSH-0000314,MSN-0059881,USA,Cosmic Dust Analysis,Space Botany,34,783.5,34,5,13.47,True,2007
RSH-0000315,MSN-0023152,Israel,Radiation Profiling,Relativistic Physics,401,1049.9,20,15,10.84,False,2002
RSH-0000316,MSN-0012834,USA,Spectroscopic Survey,Astrophysics,167,1047.1,19,11,5.04,True,2015
RSH-0000317,MSN-0089401,Canada,Spectroscopic Survey,Relativistic Physics,148,1249.4,30,15,15.05,True,1993
RSH-0000318,MSN-0085743,USA,Cosmic Dust Analysis,Relativistic Physics,602,9913.2,30,3,43.07,True,1988
RSH-0000319,MSN-0022790,China,Cosmic Dust Analysis,Materials Science,538,2489.4,8,11,7.13,True,2018
RSH-0000320,MSN-0050049,Japan,Cosmic Dust Analysis,Atmospheric Physics,277,789.1,35,9,42.79,True,1970
RSH-0000321,MSN-0096070,Russia,Gravitational Wave Detection,Microgravity Biology,330,212.5,6,8,22.08,False,2008
RSH-0000322,MSN-0047210,ESA,Cosmic Dust Analysis,Solar Dynamics,357,2013.7,41,10,41.0,False,2013
RSH-0000323,MSN-0077575,Japan,Orbital Crystallography,Planetary Geology,407,376.4,12,3,14.33,False,2019
RSH-0000324,MSN-0044171,Brazil,Plasma Physics,Exoplanetology,73,2983.9,42,10,23.36,True,1998
RSH-0000325,MSN-0044882,India,Spectroscopic Survey,Exoplanetology,304,319.8,32,12,45.81,True,2022
RSH-0000326,MSN-0043824,China,Spectroscopic Survey,Atmospheric Physics,471,514.7,40,6,14.84,True,2006
RSH-0000327,MSN-0029532,USA,Plasma Physics,Exoplanetology,27,2780.7,7,5,2.27,False,1981
RSH-0000328,MSN-0056374,Russia,Spectroscopic Survey,Exoplanetology,216,862.8,37,5,32.7,True,2016
RSH-0000329,MSN-0091931,Germany,Orbital Crystallography,Astrophysics,70,477.7,42,4,33.72,False,1981
RSH-0000330,MSN-0070728,USA,Lidar Surface Mapping,Materials Science,256,1713.1,13,3,3.15,False,2022
RSH-0000331,MSN-0069429,ESA,Orbital Crystallography,Atmospheric Physics,379,1708.0,35,15,17.5,False,2016
RSH-0000332,MSN-0067375,ESA,Fluid Dynamics,Quantum Communications,691,1423.9,7,5,22.03,True,1992
RSH-0000333,MSN-0038458,USA,Orbital Crystallography,Exoplanetology,510,385.2,17,3,41.81,True,2022
RSH-0000334,MSN-0043961,Russia,Plasma Physics,Space Botany,305,541.5,3,10,6.99,True,1966
RSH-0000335,MSN-0022673,USA,Radiation Profiling,Quantum Communications,484,2364.3,41,13,31.72,True,1976
RSH-0000336,MSN-0070753,UAE,Radiation Profiling,Relativistic Physics,641,596.6,14,12,35.61,True,1979
RSH-0000337,MSN-0004981,Canada,Spectroscopic Survey,Materials Science,533,418.5,42,7,48.36,True,2024
RSH-0000338,MSN-0063061,China,Autonomous Navigation,Microgravity Biology,187,650.4,28,5,1.34,False,1988
RSH-0000339,MSN-0078458,Russia,Cosmic Dust Analysis,Materials Science,64,502.0,44,14,16.33,True,2006
RSH-0000340,MSN-0096589,China,Spectroscopic Survey,Relativistic Physics,161,950.8,34,5,45.98,True,1989
RSH-0000341,MSN-0011783,Russia,Radiation Profiling,Space Botany,369,1123.5,4,12,3.69,True,2021
RSH-0000342,MSN-0002709,USA,Gravitational Wave Detection,Relativistic Physics,134,2803.4,13,4,22.2,False,2009
RSH-0000343,MSN-0044900,USA,Cosmic Dust Analysis,Solar Dynamics,15,793.3,37,12,34.06,True,1978
RSH-0000344,MSN-0047284,Japan,Orbital Crystallography,Atmospheric Physics,366,683.0,27,10,24.63,True,2016
RSH-0000345,MSN-0001211,India,Lidar Surface Mapping,Microgravity Biology,23,415.5,14,7,33.47,True,2023
RSH-0000346,MSN-0015361,USA,Spectroscopic Survey,Microgravity Biology,292,2540.4,40,5,31.78,True,2020
RSH-0000347,MSN-0094540,China,Thermal Imaging,Relativistic Physics,553,1885.9,40,8,35.87,True,1971
RSH-0000348,MSN-0031998,USA,Cosmic Dust Analysis,Space Botany,182,1952.5,29,5,37.95,True,2013
RSH-0000349,MSN-0091302,China,Gravitational Wave Detection,Materials Science,172,1695.0,9,3,13.37,True,1993
RSH-0000350,MSN-0087188,Russia,Autonomous Navigation,Exoplanetology,235,2291.7,8,11,42.42,True,1970
RSH-0000351,MSN-0073059,USA,Radiation Profiling,Relativistic Physics,532,272.4,29,2,35.65,True,2019
RSH-0000352,MSN-0004906,China,Thermal Imaging,Atmospheric Physics,592,2749.8,16,14,44.45,True,1972
RSH-0000353,MSN-0092156,South Korea,Cosmic Dust Analysis,Quantum Communications,53,942.8,30,13,12.22,True,2019
RSH-0000354,MSN-0005155,China,Autonomous Navigation,Microgravity Biology,35,792.5,38,4,11.19,True,1999
RSH-0000355,MSN-0027480,USA,Radiation Profiling,Astrophysics,250,2338.3,27,2,25.49,True,2023
RSH-0000356,MSN-0036953,USA,Thermal Imaging,Relativistic Physics,406,250.8,31,2,22.31,True,1988
RSH-0000357,MSN-0008515,USA,Fluid Dynamics,Planetary Geology,353,587.6,41,9,1.41,True,1972
RSH-0000358,MSN-0064711,USA,Thermal Imaging,Microgravity Biology,322,237.8,40,5,4.38,True,2021
RSH-0000359,MSN-0064976,Japan,Thermal Imaging,Microgravity Biology,364,194.2,22,3,20.68,True,2019
RSH-0000360,MSN-0038553,Russia,Thermal Imaging,Quantum Communications,592,282.3,27,9,45.62,True,2005
RSH-0000361,MSN-0063495,USA,Plasma Physics,Space Botany,329,431.2,24,9,5.91,True,2002
RSH-0000362,MSN-0003648,China,Orbital Crystallography,Relativistic Physics,43,1586.2,22,13,22.4,True,2013
RSH-0000363,MSN-0019600,ESA,Orbital Crystallography,Microgravity Biology,369,1524.5,16,6,31.74,True,2000
RSH-0000364,MSN-0052263,USA,Fluid Dynamics,Relativistic Physics,610,1716.1,9,8,5.3,True,2023
RSH-0000365,MSN-0021066,USA,Plasma Physics,Microgravity Biology,290,1733.1,15,10,40.19,True,2003
RSH-0000366,MSN-0038346,China,Lidar Surface Mapping,Quantum Communications,518,2820.3,34,15,3.37,True,1998
RSH-0000367,MSN-0014858,Germany,Spectroscopic Survey,Space Botany,260,1304.4,35,7,34.06,True,1975
RSH-0000368,MSN-0001399,China,Radiation Profiling,Planetary Geology,486,1741.8,4,2,14.57,True,2000
RSH-0000369,MSN-0060774,USA,Radiation Profiling,Microgravity Biology,582,863.9,25,5,16.15,True,2018
RSH-0000370,MSN-0004649,ESA,Thermal Imaging,Quantum Communications,419,658.6,12,11,38.98,True,2010
RSH-0000371,MSN-0008967,USA,Gravitational Wave Detection,Atmospheric Physics,281,191.4,21,1,47.53,True,1998
RSH-0000372,MSN-0097130,ESA,Gravitational Wave Detection,Exoplanetology,401,1639.4,43,12,8.08,False,1976
RSH-0000373,MSN-0017345,Russia,Thermal Imaging,Materials Science,541,875.1,21,12,31.6,True,2017
RSH-0000374,MSN-0012480,ESA,Lidar Surface Mapping,Solar Dynamics,520,771.5,41,1,47.7,True,1976
RSH-0000375,MSN-0075765,UK,Lidar Surface Mapping,Quantum Communications,345,176.0,43,10,21.22,True,2015
RSH-0000376,MSN-0051199,Germany,Autonomous Navigation,Relativistic Physics,39,2689.9,24,5,12.52,True,2015
RSH-0000377,MSN-0014875,China,Lidar Surface Mapping,Astrophysics,681,977.4,37,5,2.13,False,2018
RSH-0000378,MSN-0080902,Italy,Thermal Imaging,Atmospheric Physics,268,245.4,21,15,28.69,True,1997
RSH-0000379,MSN-0043618,Canada,Spectroscopic Survey,Materials Science,523,1799.1,18,8,37.5,False,1994
RSH-0000380,MSN-0059040,ESA,Plasma Physics,Materials Science,442,1002.8,43,15,22.26,True,1980
RSH-0000381,MSN-0036697,China,Spectroscopic Survey,Space Botany,385,425.6,14,13,15.51,True,2021
RSH-0000382,MSN-0047336,China,Lidar Surface Mapping,Relativistic Physics,89,397.1,10,7,3.72,True,1991
RSH-0000383,MSN-0064086,Russia,Plasma Physics,Materials Science,628,187.8,19,1,37.86,True,2019
RSH-0000384,MSN-0045715,USA,Plasma Physics,Astrophysics,374,3516.9,24,10,21.01,False,1973
RSH-0000385,MSN-0033013,India,Fluid Dynamics,Relativistic Physics,127,4341.8,18,3,13.27,True,1983
RSH-0000386,MSN-0066608,Russia,Lidar Surface Mapping,Exoplanetology,407,1463.2,13,12,29.32,True,1986
RSH-0000387,MSN-0080230,ESA,Lidar Surface Mapping,Materials Science,594,2939.8,10,8,22.06,True,1978
RSH-0000388,MSN-0011496,Russia,Gravitational Wave Detection,Exoplanetology,234,993.2,24,15,30.28,False,1997
RSH-0000389,MSN-0052413,USA,Spectroscopic Survey,Astrophysics,699,3847.0,14,11,8.91,True,2007
RSH-0000390,MSN-0011094,India,Radiation Profiling,Planetary Geology,563,1020.8,20,3,22.86,False,2020
RSH-0000391,MSN-0036473,Japan,Orbital Crystallography,Exoplanetology,432,305.5,28,2,27.7,True,2020
RSH-0000392,MSN-0053430,Russia,Radiation Profiling,Atmospheric Physics,244,1582.7,25,2,19.06,False,2023
RSH-0000393,MSN-0059232,ESA,Radiation Profiling,Atmospheric Physics,709,1524.4,33,14,26.35,True,2008
RSH-0000394,MSN-0085205,China,Fluid Dynamics,Quantum Communications,268,331.8,23,4,5.8,True,2014
RSH-0000395,MSN-0077207,India,Spectroscopic Survey,Relativistic Physics,569,486.0,14,10,13.05,True,2015
RSH-0000396,MSN-0033687,Japan,Radiation Profiling,Atmospheric Physics,380,364.8,10,5,30.71,True,1978
RSH-0000397,MSN-0073879,Israel,Thermal Imaging,Exoplanetology,487,1464.0,11,2,12.7,True,2006
RSH-0000398,MSN-0045934,USA,Plasma Physics,Materials Science,515,2830.6,10,3,36.74,True,2004
RSH-0000399,MSN-0023294,China,Lidar Surface Mapping,Exoplanetology,503,1472.6,2,6,5.36,True,2015
RSH-0000400,MSN-0047939,South Korea,Cosmic Dust Analysis,Astrophysics,218,982.6,31,10,11.91,True,1984
RSH-0000401,MSN-0026317,ESA,Thermal Imaging,Atmospheric Physics,257,2334.4,36,11,38.12,True,2018
RSH-0000402,MSN-0094242,China,Lidar Surface Mapping,Space Botany,235,261.8,30,11,25.24,False,2012
RSH-0000403,MSN-0021497,Japan,Fluid Dynamics,Planetary Geology,549,1231.2,37,9,18.88,True,2017
RSH-0000404,MSN-0040392,USA,Plasma Physics,Atmospheric Physics,114,1213.3,9,1,27.52,True,2014
RSH-0000405,MSN-0008369,China,Orbital Crystallography,Microgravity Biology,205,2334.6,19,6,24.7,True,1983
RSH-0000406,MSN-0062142,USA,Spectroscopic Survey,Exoplanetology,320,877.5,18,1,7.48,True,1996
RSH-0000407,MSN-0013710,Russia,Lidar Surface Mapping,Materials Science,336,636.5,23,15,29.77,False,2016
RSH-0000408,MSN-0068889,UAE,Plasma Physics,Astrophysics,212,693.0,6,10,3.04,True,1994
RSH-0000409,MSN-0086505,Russia,Gravitational Wave Detection,Relativistic Physics,362,5265.3,34,8,6.16,True,2011
RSH-0000410,MSN-0037628,Russia,Spectroscopic Survey,Materials Science,137,5667.5,18,14,42.41,True,2016
RSH-0000411,MSN-0099386,Canada,Autonomous Navigation,Solar Dynamics,484,238.4,30,3,41.9,True,2019
RSH-0000412,MSN-0057747,France,Autonomous Navigation,Planetary Geology,309,4188.0,6,1,10.27,True,2008
RSH-0000413,MSN-0099071,USA,Plasma Physics,Solar Dynamics,663,932.5,28,14,2.98,False,2009
RSH-0000414,MSN-0069534,India,Autonomous Navigation,Space Botany,708,533.6,40,8,31.07,False,1996
RSH-0000415,MSN-0013275,China,Plasma Physics,Space Botany,712,351.5,34,14,38.21,False,1973
RSH-0000416,MSN-0044771,ESA,Plasma Physics,Space Botany,496,613.5,20,2,9.47,True,2007
RSH-0000417,MSN-0067235,India,Autonomous Navigation,Microgravity Biology,407,1302.4,14,13,39.54,True,1962
RSH-0000418,MSN-0070264,USA,Orbital Crystallography,Planetary Geology,194,752.7,19,4,37.39,True,2018
RSH-0000419,MSN-0003168,China,Cosmic Dust Analysis,Atmospheric Physics,348,661.8,17,10,4.73,True,2021
RSH-0000420,MSN-0070728,USA,Fluid Dynamics,Relativistic Physics,616,1246.8,29,14,29.74,True,2022
RSH-0000421,MSN-0040650,UK,Plasma Physics,Quantum Communications,233,1602.3,36,7,44.39,True,1964
RSH-0000422,MSN-0049615,Japan,Thermal Imaging,Solar Dynamics,597,1857.5,27,12,26.73,False,2023
RSH-0000423,MSN-0027821,USA,Fluid Dynamics,Microgravity Biology,607,609.8,37,8,21.04,True,1961
RSH-0000424,MSN-0056519,China,Thermal Imaging,Atmospheric Physics,112,826.1,3,13,4.73,True,1986
RSH-0000425,MSN-0076977,Russia,Gravitational Wave Detection,Planetary Geology,554,1155.2,36,3,27.49,True,2021
RSH-0000426,MSN-0087995,Japan,Autonomous Navigation,Relativistic Physics,253,1072.6,5,3,43.23,True,2011
RSH-0000427,MSN-0002010,France,Thermal Imaging,Exoplanetology,127,2756.7,28,8,42.25,True,1979
RSH-0000428,MSN-0084452,Russia,Autonomous Navigation,Planetary Geology,655,2918.1,13,3,16.99,True,2021
RSH-0000429,MSN-0057531,China,Orbital Crystallography,Planetary Geology,357,2585.5,6,12,10.31,True,2022
RSH-0000430,MSN-0049510,USA,Orbital Crystallography,Space Botany,561,715.5,32,1,25.46,True,1997
RSH-0000431,MSN-0064115,USA,Cosmic Dust Analysis,Planetary Geology,223,1183.9,42,9,44.1,True,2003
RSH-0000432,MSN-0074366,Russia,Plasma Physics,Exoplanetology,52,160.4,30,6,12.99,True,2010
RSH-0000433,MSN-0018329,ESA,Thermal Imaging,Solar Dynamics,456,2234.6,2,3,11.48,True,2009
RSH-0000434,MSN-0036393,USA,Gravitational Wave Detection,Relativistic Physics,75,3134.4,16,10,9.88,False,2024
RSH-0000435,MSN-0025652,China,Spectroscopic Survey,Solar Dynamics,397,1072.5,30,4,16.82,True,2000
RSH-0000436,MSN-0043769,ESA,Fluid Dynamics,Materials Science,361,365.1,15,9,41.8,True,1963
RSH-0000437,MSN-0057073,Russia,Orbital Crystallography,Quantum Communications,624,174.2,36,5,44.92,True,2013
RSH-0000438,MSN-0027549,Russia,Lidar Surface Mapping,Atmospheric Physics,606,1557.5,8,10,19.4,True,2010
RSH-0000439,MSN-0072628,Russia,Lidar Surface Mapping,Relativistic Physics,545,2270.7,9,1,16.93,True,2022
RSH-0000440,MSN-0016006,Russia,Fluid Dynamics,Relativistic Physics,145,2387.7,29,1,31.39,True,2012
RSH-0000441,MSN-0011533,Russia,Plasma Physics,Microgravity Biology,609,1447.2,15,11,33.34,True,2018
RSH-0000442,MSN-0069579,Russia,Gravitational Wave Detection,Astrophysics,686,2715.0,16,7,26.74,False,1981
RSH-0000443,MSN-0059758,Russia,Autonomous Navigation,Space Botany,446,2189.1,6,13,18.81,True,1975
RSH-0000444,MSN-0080246,Brazil,Radiation Profiling,Microgravity Biology,440,251.3,31,5,3.34,True,1987
RSH-0000445,MSN-0008467,USA,Radiation Profiling,Solar Dynamics,689,520.3,42,11,8.94,True,1995
RSH-0000446,MSN-0015125,China,Orbital Crystallography,Space Botany,570,972.6,22,2,24.99,True,2011
RSH-0000447,MSN-0045594,USA,Cosmic Dust Analysis,Astrophysics,204,592.0,13,2,34.65,True,1993
RSH-0000448,MSN-0025946,USA,Radiation Profiling,Quantum Communications,641,1067.4,33,6,32.11,True,1986
RSH-0000449,MSN-0034121,USA,Orbital Crystallography,Microgravity Biology,138,407.7,18,9,21.89,False,2010
RSH-0000450,MSN-0041180,USA,Radiation Profiling,Astrophysics,263,1768.0,35,12,3.26,True,2017
RSH-0000451,MSN-0096600,USA,Cosmic Dust Analysis,Materials Science,157,528.4,37,6,3.73,False,1965
