mission_id,mission_name,launch_date,year,quarter,month,country,agency,mission_type,launch_vehicle,orbit,payload_mass_kg,success,cost_million_usd
MSN-0000197,Russia-EAR-2006-0197,2006-09-05,2006,3,9,Russia,ISS-Reshetnev,Earth Observation,Soyuz,SSO,1586.0,True,2.9
MSN-0000198,Japan-COM-1997-0198,1997-05-07,1997,2,5,Japan,JAXA,Communications,Delta IV,LEO,50.0,True,0.06
MSN-0000199,USA-SCI-2002-0199,2002-11-23,2002,4,11,USA,NASA,Science,Falcon Heavy,LEO,2730.5,True,2.32
MSN-0000200,Other-COM-2022-0200,2022-10-11,2022,4,10,Other,Unknown Agency,Communications,H-IIA,GEO,5590.0,True,6.11
MSN-0000201,France-SPA-2006-0201,2006-07-10,2006,3,7,France,Arianespace,Space Station,Proton-M,LEO,35611.0,False,67.29
MSN-0000202,USA-COM-2011-0202,2011-07-26,2011,3,7,USA,SpaceX,Communications,PSLV,LEO,3691.7,True,4.61
MSN-0000203,USA-SCI-1990-0203,1990-04-10,1990,2,4,USA,Boeing,Science,Other,LEO,1498.3,True,2.84
MSN-0000204,USA-COM-1987-0204,1987-11-03,1987,4,11,USA,Rocket Lab,Communications,Ariane 5,SSO,5158.6,True,13.28
MSN-0000205,USA-COM-2009-0205,2009-01-28,2009,1,1,USA,Boeing,Communications,Atlas V,LEO,5235.7,True,5.35
MSN-0000206,UK-COM-2021-0206,2021-04-07,2021,2,4,UK,UKSA,Communications,Delta IV,MEO,1798.1,True,4.03
MSN-0000207,ESA-COM-1990-0207,1990-06-25,1990,2,6,ESA,Arianespace,Communications,Angara,LEO,3154.9,True,5.25
MSN-0000208,Japan-TEC-2016-0208,2016-06-07,2016,2,6,Japan,JAXA,Technology Demonstration,Long March 3,LEO,440.6,True,1.04
MSN-0000209,USA-SCI-2008-0209,2008-12-14,2008,4,12,USA,Boeing,Science,Angara,LEO,1376.8,True,2.58
MSN-0000210,UAE-COM-2016-0210,2016-08-24,2016,3,8,UAE,UAESA,Communications,Shavit,MEO,6714.0,True,6.2
MSN-0000211,ESA-NAV-2022-0211,2022-09-21,2022,3,9,ESA,ESA,Navigation,Falcon Heavy,GEO,2166.9,True,5.22
MSN-0000212,Russia-DEE-1989-0212,1989-12-05,1989,4,12,Russia,Roscosmos,Deep Space,Falcon 9,LEO,2500.4,True,5.11
MSN-0000213,ESA-SCI-2004-0213,2004-08-01,2004,3,8,ESA,Arianespace,Science,Falcon 9,GEO,1659.7,True,0.9
MSN-0000214,Japan-TEC-2018-0214,2018-03-04,2018,1,3,Japan,MHI,Technology Demonstration,Delta IV,GEO,529.1,True,1.34
MSN-0000215,USA-COM-1998-0215,1998-07-15,1998,3,7,USA,NASA,Communications,H-IIA,LEO,4450.2,False,9.5
MSN-0000216,France-WEA-1977-0216,1977-07-13,1977,3,7,France,CNES,Weather,GSLV,LEO,800.7,False,0.57
MSN-0000217,Japan-SCI-1996-0217,1996-02-17,1996,1,2,Japan,MHI,Science,Falcon Heavy,LEO,2924.3,True,1.8
MSN-0000218,USA-MIL-2021-0218,2021-10-22,2021,4,10,USA,NASA,Military Reconnaissance,Falcon Heavy,LEO,2215.1,True,6.43
MSN-0000219,China-WEA-2014-0219,2014-07-03,2014,3,7,China,CASIC,Weather,Angara,LEO,1256.8,True,1.83
MSN-0000220,ESA-WEA-2013-0220,2013-02-17,2013,1,2,ESA,ESA,Weather,Long March 3,LEO,2146.9,True,2.9
MSN-0000221,India-SUP-1999-0221,1999-06-01,1999,2,6,India,ISRO,Supply/Resupply,Shavit,LEO,10320.5,True,16.3
MSN-0000222,ESA-TEC-1976-0222,1976-10-10,1976,4,10,ESA,ESA,Technology Demonstration,Soyuz,MEO,483.8,True,0.7
MSN-0000223,India-EAR-1999-0223,1999-06-04,1999,2,6,India,ISRO,Earth Observation,Atlas V,LEO,1229.5,True,0.88
MSN-0000224,Russia-SCI-2005-0224,2005-02-01,2005,1,2,Russia,ISS-Reshetnev,Science,Atlas V,LEO,2593.8,True,6.9
MSN-0000225,USA-COM-2017-0225,2017-12-18,2017,4,12,USA,ULA,Communications,Soyuz,GEO,5947.8,True,6.96
MSN-0000226,USA-EAR-1992-0226,1992-05-16,1992,2,5,USA,Rocket Lab,Earth Observation,Atlas V,LEO,2185.3,False,4.51
MSN-0000227,China-EAR-1979-0227,1979-05-01,1979,2,5,China,CASIC,Earth Observation,Long March 5,LEO,448.2,True,0.71
MSN-0000228,Japan-SCI-2009-0228,2009-05-11,2009,2,5,Japan,MHI,Science,H3,GTO,686.2,True,0.65
MSN-0000229,Russia-COM-2015-0229,2015-11-16,2015,4,11,Russia,ISS-Reshetnev,Communications,H-IIA,SSO,4255.5,True,3.34
MSN-0000230,China-SCI-2007-0230,2007-11-25,2007,4,11,China,CASC,Science,GSLV,LEO,2448.6,True,3.91
MSN-0000231,USA-TEC-2018-0231,2018-07-22,2018,3,7,USA,Boeing,Technology Demonstration,Ariane 6,LEO,425.4,True,1.05
MSN-0000232,USA-SPA-2004-0232,2004-07-18,2004,3,7,USA,Boeing,Space Station,PSLV,HEO,25772.5,True,47.91
MSN-0000233,India-COM-2021-0233,2021-09-20,2021,3,9,India,ISRO,Communications,Shavit,HEO,6167.9,True,13.06
MSN-0000234,USA-SPA-2012-0234,2012-07-25,2012,3,7,USA,NASA,Space Station,Long March 2,GTO,23833.7,True,17.79
MSN-0000235,USA-WEA-2007-0235,2007-12-19,2007,4,12,USA,Northrop Grumman,Weather,Soyuz,LEO,533.3,True,0.47
MSN-0000236,Other-NAV-1993-0236,1993-02-04,1993,1,2,Other,Unknown Agency,Navigation,Antares,LEO,2869.7,True,5.17
MSN-0000237,Russia-EAR-2014-0237,2014-08-11,2014,3,8,Russia,Roscosmos,Earth Observation,Atlas V,LEO,1646.1,True,3.61
MSN-0000238,USA-SPA-1990-0238,1990-03-18,1990,1,3,USA,Boeing,Space Station,Electron,LEO,16323.5,True,17.62
MSN-0000239,Russia-EAR-2011-0239,2011-07-13,2011,3,7,Russia,Roscosmos,Earth Observation,Falcon 9,MEO,2148.8,True,4.86
MSN-0000240,USA-WEA-2018-0240,2018-02-19,2018,1,2,USA,ULA,Weather,Delta IV,SSO,833.8,True,1.1
MSN-0000241,Russia-COM-2020-0241,2020-09-21,2020,3,9,Russia,ISS-Reshetnev,Communications,Long March 2,GEO,2964.6,True,6.06
MSN-0000242,Japan-TEC-1994-0242,1994-10-19,1994,4,10,Japan,JAXA,Technology Demonstration,Atlas V,GEO,243.2,True,0.31
MSN-0000243,USA-TEC-2005-0243,2005-07-20,2005,3,7,USA,Rocket Lab,Technology Demonstration,Antares,GEO,193.3,True,0.55
MSN-0000244,USA-EAR-1993-0244,1993-03-11,1993,1,3,USA,NASA,Earth Observation,Ariane 5,GEO,1929.5,False,3.3
MSN-0000245,USA-COM-2007-0245,2007-11-16,2007,4,11,USA,NASA,Communications,Long March 7,GEO,1697.2,True,3.25
MSN-0000246,India-COM-1969-0246,1969-04-18,1969,2,4,India,ISRO,Communications,Angara,LEO,6935.7,True,13.0
MSN-0000247,USA-EAR-2016-0247,2016-06-18,2016,2,6,USA,Rocket Lab,Earth Observation,Falcon Heavy,MEO,975.9,True,2.51
MSN-0000248,India-COM-2024-0248,2024-08-09,2024,3,8,India,ISRO,Communications,Long March 3,SSO,5505.8,True,13.43
MSN-0000249,USA-CRE-2009-0249,2009-06-28,2009,2,6,USA,SpaceX,Crewed Mission,Other,GEO,8773.7,True,22.05
MSN-0000250,China-SCI-2009-0250,2009-03-11,2009,1,3,China,CNSA,Science,Other,LEO,2343.2,True,1.97
MSN-0000251,India-COM-1973-0251,1973-05-28,1973,2,5,India,ISRO,Communications,Shavit,LEO,6010.2,False,14.45
MSN-0000252,ESA-NAV-2008-0252,2008-05-21,2008,2,5,ESA,ESA,Navigation,Long March 7,LEO,1547.9,True,2.33
MSN-0000253,India-TEC-2020-0253,2020-08-16,2020,3,8,India,ISRO,Technology Demonstration,Long March 2,GEO,895.1,True,1.87
MSN-0000254,ESA-DEE-2017-0254,2017-07-07,2017,3,7,ESA,Arianespace,Deep Space,Long March 7,SSO,867.0,True,2.23
MSN-0000255,Russia-SCI-2008-0255,2008-08-26,2008,3,8,Russia,ISS-Reshetnev,Science,Long March 2,SSO,1821.2,True,0.98
MSN-0000256,Israel-EAR-2002-0256,2002-07-07,2002,3,7,Israel,ISA,Earth Observation,Other,HEO,1255.4,True,1.13
MSN-0000257,South Korea-COM-2012-0257,2012-05-03,2012,2,5,South Korea,KARI,Communications,Long March 3,GEO,4613.0,True,7.26
MSN-0000258,USA-EAR-1988-0258,1988-02-05,1988,1,2,USA,NASA,Earth Observation,H-IIA,LEO,1290.0,True,0.67
MSN-0000259,Russia-EAR-2020-0259,2020-12-05,2020,4,12,Russia,ISS-Reshetnev,Earth Observation,Ariane 6,LEO,538.3,True,0.76
MSN-0000260,USA-COM-2018-0260,2018-03-21,2018,1,3,USA,NASA,Communications,NURI,LEO,7171.9,True,14.53
MSN-0000261,USA-COM-1988-0261,1988-12-05,1988,4,12,USA,SpaceX,Communications,Long March 7,GEO,3690.9,False,8.79
MSN-0000262,China-COM-2023-0262,2023-06-26,2023,2,6,China,CASC,Communications,Antares,LEO,5495.8,True,10.35
MSN-0000263,China-SCI-2017-0263,2017-12-01,2017,4,12,China,GALACTIC ENERGY,Science,NURI,SSO,2139.8,True,2.65
MSN-0000264,USA-MIL-2023-0264,2023-08-13,2023,3,8,USA,NASA,Military Reconnaissance,Delta IV,LEO,6626.7,True,12.07
MSN-0000265,Brazil-SPA-2022-0265,2022-03-13,2022,1,3,Brazil,AEB,Space Station,H-IIA,LEO,15280.2,True,8.28
MSN-0000266,USA-COM-1970-0266,1970-01-26,1970,1,1,USA,Northrop Grumman,Communications,Long March 5,GEO,4646.3,False,11.23
MSN-0000267,Russia-COM-2011-0267,2011-09-20,2011,3,9,Russia,Roscosmos,Communications,Antares,LEO,4120.3,True,7.59
MSN-0000268,Russia-SCI-2019-0268,2019-11-21,2019,4,11,Russia,Roscosmos,Science,Atlas V,LEO,2801.6,True,1.81
MSN-0000269,USA-NAV-2002-0269,2002-10-02,2002,4,10,USA,SpaceX,Navigation,Angara,GEO,1728.5,True,3.9
MSN-0000270,USA-SUP-2006-0270,2006-12-09,2006,4,12,USA,ULA,Supply/Resupply,Electron,LEO,6958.7,True,16.23
MSN-0000271,USA-MIL-1996-0271,1996-07-09,1996,3,7,USA,Boeing,Military Reconnaissance,PSLV,LEO,3385.0,True,6.01
MSN-0000272,USA-DEE-1984-0272,1984-03-09,1984,1,3,USA,NASA,Deep Space,Delta IV,SSO,1088.1,True,1.17
MSN-0000273,China-EAR-2020-0273,2020-04-02,2020,2,4,China,CNSA,Earth Observation,Ariane 6,LEO,1940.6,True,3.65
MSN-0000274,UK-WEA-2001-0274,2001-06-08,2001,2,6,UK,UKSA,Weather,Long March 7,HEO,1049.1,True,2.02
MSN-0000275,USA-TEC-1972-0275,1972-04-26,1972,2,4,USA,ULA,Technology Demonstration,PSLV,Heliocentric,608.7,True,1.48
MSN-0000276,USA-EAR-2002-0276,2002-06-07,2002,2,6,USA,Northrop Grumman,Earth Observation,Angara,GEO,1414.0,True,1.56
MSN-0000277,Russia-SUP-2024-0277,2024-04-24,2024,2,4,Russia,Roscosmos,Supply/Resupply,GSLV,MEO,8006.9,True,14.84
MSN-0000278,China-TEC-1963-0278,1963-06-01,1963,2,6,China,CASIC,Technology Demonstration,NURI,LEO,533.9,False,0.41
MSN-0000279,China-COM-2004-0279,2004-01-05,2004,1,1,China,GALACTIC ENERGY,Communications,Other,LEO,6396.4,True,14.41
MSN-0000280,Russia-SUP-1976-0280,1976-02-17,1976,1,2,Russia,Roscosmos,Supply/Resupply,Antares,GEO,8395.3,True,13.33
MSN-0000281,Italy-COM-1991-0281,1991-06-26,1991,2,6,Italy,ASI,Communications,Long March 5,MEO,4839.2,True,13.83
MSN-0000282,USA-WEA-1979-0282,1979-02-06,1979,1,2,USA,Northrop Grumman,Weather,Ariane 5,LEO,764.4,True,1.07
MSN-0000283,India-NAV-2003-0283,2003-02-03,2003,1,2,India,ISRO,Navigation,Electron,SSO,1582.5,True,4.1
MSN-0000284,Russia-EAR-1990-0284,1990-06-13,1990,2,6,Russia,Roscosmos,Earth Observation,PSLV,LEO,2677.7,True,1.55
MSN-0000285,Russia-NAV-2015-0285,2015-04-04,2015,2,4,Russia,Roscosmos,Navigation,Ariane 5,LEO,2110.7,True,1.75
MSN-0000286,Japan-COM-2010-0286,2010-11-03,2010,4,11,Japan,JAXA,Communications,H-IIA,GEO,4020.5,True,2.23
MSN-0000287,USA-MIL-2002-0287,2002-03-03,2002,1,3,USA,Boeing,Military Reconnaissance,Long March 2,LEO,4602.8,False,11.76
MSN-0000288,Russia-EAR-2013-0288,2013-03-12,2013,1,3,Russia,ISS-Reshetnev,Earth Observation,Vulcan Centaur,HEO,1408.5,True,3.82
MSN-0000289,USA-SCI-1990-0289,1990-05-16,1990,2,5,USA,Boeing,Science,Long March 7,SSO,1417.7,True,1.42
MSN-0000290,Germany-SCI-2011-0290,2011-09-26,2011,3,9,Germany,DLR,Science,Falcon 9,Heliocentric,1850.7,True,3.14
MSN-0000291,India-COM-2008-0291,2008-06-13,2008,2,6,India,ISRO,Communications,Proton-M,LEO,4410.2,True,2.85
MSN-0000292,Other-SCI-2016-0292,2016-04-06,2016,2,4,Other,Unknown Agency,Science,Delta IV,LEO,2374.5,True,5.72
MSN-0000293,UAE-SCI-2024-0293,2024-07-12,2024,3,7,UAE,UAESA,Science,Electron,LEO,437.4,True,0.99
MSN-0000294,Russia-SCI-1982-0294,1982-04-27,1982,2,4,Russia,Roscosmos,Science,Ariane 6,GEO,904.7,True,0.66
MSN-0000295,USA-EAR-2006-0295,2006-01-11,2006,1,1,USA,ULA,Earth Observation,H3,LEO,2367.2,False,1.54
MSN-0000296,USA-TEC-1982-0296,1982-02-28,1982,1,2,USA,ULA,Technology Demonstration,PSLV,SSO,848.5,False,1.92
MSN-0000297,ESA-SCI-1996-0297,1996-06-05,1996,2,6,ESA,Arianespace,Science,Electron,MEO,614.6,True,0.57
MSN-0000298,Italy-TEC-2022-0298,2022-06-08,2022,2,6,Italy,ASI,Technology Demonstration,NURI,GEO,665.5,True,1.55
MSN-0000299,USA-EAR-1959-0299,1959-12-19,1959,4,12,USA,ULA,Earth Observation,Long March 5,SSO,1635.2,True,4.58
MSN-0000300,Italy-COM-2008-0300,2008-08-05,2008,3,8,Italy,ASI,Communications,Long March 2,MEO,2432.7,True,2.24
MSN-0000301,Germany-EAR-2014-0301,2014-11-24,2014,4,11,Germany,DLR,Earth Observation,Long March 2,LEO,1442.1,True,3.56
MSN-0000302,ESA-EAR-2002-0302,2002-07-06,2002,3,7,ESA,Arianespace,Earth Observation,Long March 7,GEO,2103.4,True,1.59
MSN-0000303,Russia-DEE-2011-0303,2011-11-08,2011,4,11,Russia,ISS-Reshetnev,Deep Space,Electron,LEO,3119.0,True,8.98
MSN-0000304,USA-EAR-1998-0304,1998-12-03,1998,4,12,USA,ULA,Earth Observation,GSLV,GTO,1301.3,False,2.58
MSN-0000305,China-NAV-1968-0305,1968-11-06,1968,4,11,China,CASC,Navigation,H3,SSO,2203.7,True,3.36
MSN-0000306,China-MIL-2006-0306,2006-11-10,2006,4,11,China,GALACTIC ENERGY,Military Reconnaissance,Angara,LEO,4771.2,True,4.22
MSN-0000307,Russia-NAV-1993-0307,1993-11-21,1993,4,11,Russia,Roscosmos,Navigation,H3,GEO,2446.7,True,4.12
MSN-0000308,USA-WEA-2003-0308,2003-11-09,2003,4,11,USA,ULA,Weather,Atlas V,GEO,1394.9,True,3.79
MSN-0000309,Russia-NAV-1991-0309,1991-08-09,1991,3,8,Russia,Roscosmos,Navigation,Soyuz,SSO,1578.8,True,1.13
MSN-0000310,Russia-SCI-2023-0310,2023-10-08,2023,4,10,Russia,ISS-Reshetnev,Science,GSLV,LEO,1597.6,True,4.66
MSN-0000311,ESA-MIL-2008-0311,2008-04-16,2008,2,4,ESA,ESA,Military Reconnaissance,Angara,LEO,6593.3,True,5.28
MSN-0000312,India-EAR-2024-0312,2024-04-26,2024,2,4,India,ISRO,Earth Observation,Vulcan Centaur,LEO,773.7,True,0.78
MSN-0000313,Japan-EAR-2009-0313,2009-06-24,2009,2,6,Japan,MHI,Earth Observation,Atlas V,LEO,549.0,True,1.53
MSN-0000314,USA-TEC-2009-0314,2009-07-04,2009,3,7,USA,Northrop Grumman,Technology Demonstration,Long March 7,LEO,368.1,True,0.88
MSN-0000315,South Korea-MIL-2008-0315,2008-02-26,2008,1,2,South Korea,KARI,Military Reconnaissance,Angara,SSO,6992.3,True,13.5
MSN-0000316,Russia-EAR-2000-0316,2000-10-20,2000,4,10,Russia,ISS-Reshetnev,Earth Observation,NURI,GEO,377.9,True,0.84
MSN-0000317,USA-NAV-1992-0317,1992-06-01,1992,2,6,USA,Rocket Lab,Navigation,Long March 2,SSO,1787.7,True,3.95
MSN-0000318,Brazil-COM-1994-0318,1994-12-15,1994,4,12,Brazil,AEB,Communications,Long March 2,LEO,6533.0,True,6.34
MSN-0000319,USA-CRE-2015-0319,2015-09-28,2015,3,9,USA,Northrop Grumman,Crewed Mission,Long March 3,SSO,12071.3,True,18.21
MSN-0000320,India-SCI-2008-0320,2008-03-07,2008,1,3,India,ISRO,Science,Vulcan Centaur,SSO,1749.3,True,1.1
MSN-0000321,Russia-EAR-1998-0321,1998-08-17,1998,3,8,Russia,ISS-Reshetnev,Earth Observation,Long March 5,GEO,1641.9,True,1.55
MSN-0000322,France-SCI-1997-0322,1997-03-27,1997,1,3,France,Arianespace,Science,Proton-M,MEO,1957.4,True,1.11
MSN-0000323,USA-DEE-2017-0323,2017-04-28,2017,2,4,USA,NASA,Deep Space,Soyuz,GEO,2478.8,True,6.6
MSN-0000324,Italy-TEC-2003-0324,2003-03-21,2003,1,3,Italy,ASI,Technology Demonstration,Electron,GEO,286.6,True,0.58
MSN-0000325,UAE-TEC-2014-0325,2014-05-14,2014,2,5,UAE,UAESA,Technology Demonstration,Long March 5,SSO,296.4,True,0.58
MSN-0000326,USA-SPA-2023-0326,2023-06-18,2023,2,6,USA,Rocket Lab,Space Station,Shavit,GEO,21430.2,True,16.51
MSN-0000327,USA-SPA-2011-0327,2011-05-09,2011,2,5,USA,SpaceX,Space Station,Shavit,MEO,25257.1,True,69.44
MSN-0000328,Japan-CRE-2009-0328,2009-11-11,2009,4,11,Japan,MHI,Crewed Mission,NURI,LEO,12363.4,True,37.01
MSN-0000329,USA-COM-1999-0329,1999-01-19,1999,1,1,USA,Rocket Lab,Communications,Other,Lunar,5739.0,True,10.54
MSN-0000330,India-MIL-2012-0330,2012-09-10,2012,3,9,India,ISRO,Military Reconnaissance,Electron,SSO,2321.8,True,2.87
MSN-0000331,Russia-WEA-2014-0331,2014-09-25,2014,3,9,Russia,Roscosmos,Weather,Electron,GTO,1788.6,True,4.22
MSN-0000332,USA-WEA-1996-0332,1996-05-19,1996,2,5,USA,NASA,Weather,Angara,LEO,770.1,True,2.05
MSN-0000333,China-SUP-1975-0333,1975-04-17,1975,2,4,China,CASC,Supply/Resupply,Delta IV,SSO,6760.7,True,5.7
MSN-0000334,USA-COM-2008-0334,2008-08-05,2008,3,8,USA,NASA,Communications,Long March 2,SSO,6139.6,True,10.55
MSN-0000335,China-EAR-2011-0335,2011-01-15,2011,1,1,China,CNSA,Earth Observation,Proton-M,LEO,1654.5,True,1.36
MSN-0000336,Russia-NAV-2001-0336,2001-08-13,2001,3,8,Russia,ISS-Reshetnev,Navigation,Falcon 9,LEO,963.1,True,2.77
MSN-0000337,Germany-WEA-2006-0337,2006-01-22,2006,1,1,Germany,DLR,Weather,Falcon 9,GEO,1205.7,True,0.91
MSN-0000338,China-COM-1974-0338,1974-01-10,1974,1,1,China,CASIC,Communications,Angara,LEO,8075.8,True,12.79
MSN-0000339,ESA-EAR-2024-0339,2024-08-12,2024,3,8,ESA,ESA,Earth Observation,Vulcan Centaur,LEO,2719.4,True,6.3
MSN-0000340,USA-TEC-2009-0340,2009-03-04,2009,1,3,USA,Boeing,Technology Demonstration,Long March 3,MEO,197.1,True,0.53
MSN-0000341,USA-SCI-1971-0341,1971-01-22,1971,1,1,USA,Boeing,Science,Delta IV,GEO,3166.4,True,2.56
MSN-0000342,USA-TEC-1987-0342,1987-11-21,1987,4,11,USA,Rocket Lab,Technology Demonstration,Falcon 9,LEO,556.8,True,1.0
MSN-0000343,China-TEC-2001-0343,2001-02-17,2001,1,2,China,CASC,Technology Demonstration,H3,LEO,607.3,True,1.48
MSN-0000344,Japan-SUP-1997-0344,1997-07-10,1997,3,7,Japan,JAXA,Supply/Resupply,Electron,LEO,8622.5,True,19.15
MSN-0000345,Russia-COM-1964-0345,1964-02-04,1964,1,2,Russia,Roscosmos,Communications,H-IIA,GEO,5514.6,False,15.23
MSN-0000346,China-NAV-2024-0346,2024-05-15,2024,2,5,China,CNSA,Navigation,Falcon Heavy,LEO,2280.1,True,6.0
MSN-0000347,Russia-TEC-2001-0347,2001-02-04,2001,1,2,Russia,ISS-Reshetnev,Technology Demonstration,Falcon Heavy,LEO,779.4,True,2.25
MSN-0000348,USA-TEC-1998-0348,1998-06-06,1998,2,6,USA,ULA,Technology Demonstration,Delta IV,LEO,830.9,False,2.15
MSN-0000349,ESA-NAV-2001-0349,2001-03-04,2001,1,3,ESA,Arianespace,Navigation,Antares,GEO,3783.5,True,10.51
MSN-0000350,Russia-SCI-2002-0350,2002-10-13,2002,4,10,Russia,Roscosmos,Science,Long March 3,GEO,2574.7,True,4.4
MSN-0000351,Russia-MIL-2002-0351,2002-02-09,2002,1,2,Russia,Roscosmos,Military Reconnaissance,Shavit,LEO,3152.2,True,9.28
MSN-0000352,ESA-COM-2006-0352,2006-12-20,2006,4,12,ESA,Arianespace,Communications,Delta IV,LEO,2111.2,True,2.88
MSN-0000353,ESA-COM-2019-0353,2019-09-20,2019,3,9,ESA,Arianespace,Communications,Falcon Heavy,LEO,7174.8,True,19.18
MSN-0000354,USA-NAV-1990-0354,1990-05-02,1990,2,5,USA,Boeing,Navigation,PSLV,LEO,1619.5,True,4.12
MSN-0000355,USA-NAV-2008-0355,2008-02-28,2008,1,2,USA,NASA,Navigation,Ariane 6,LEO,2689.2,True,4.06
MSN-0000356,USA-SCI-2018-0356,2018-10-20,2018,4,10,USA,SpaceX,Science,Shavit,LEO,2516.4,True,5.38
MSN-0000357,Russia-COM-2018-0357,2018-04-28,2018,2,4,Russia,ISS-Reshetnev,Communications,Ariane 5,LEO,5295.7,True,12.13
MSN-0000358,USA-WEA-1989-0358,1989-06-12,1989,2,6,USA,Northrop Grumman,Weather,Shavit,GTO,527.2,True,0.76
MSN-0000359,USA-MIL-2004-0359,2004-12-24,2004,4,12,USA,Boeing,Military Reconnaissance,Long March 7,LEO,3011.2,False,3.13
MSN-0000360,Japan-EAR-1996-0360,1996-07-02,1996,3,7,Japan,MHI,Earth Observation,Shavit,SSO,1169.2,True,1.92
MSN-0000361,China-NAV-2023-0361,2023-01-17,2023,1,1,China,CASC,Navigation,Falcon Heavy,GEO,1032.0,True,2.3
MSN-0000362,USA-CRE-1978-0362,1978-11-20,1978,4,11,USA,Boeing,Crewed Mission,H3,SSO,17717.5,True,27.4
MSN-0000363,China-TEC-1990-0363,1990-07-11,1990,3,7,China,CASIC,Technology Demonstration,Angara,LEO,707.1,True,1.84
MSN-0000364,China-COM-2015-0364,2015-09-21,2015,3,9,China,CASIC,Communications,Vulcan Centaur,LEO,6533.9,True,14.48
MSN-0000365,Israel-EAR-2014-0365,2014-03-17,2014,1,3,Israel,ISA,Earth Observation,GSLV,GEO,1326.0,True,2.6
MSN-0000366,UAE-TEC-2012-0366,2012-09-10,2012,3,9,UAE,UAESA,Technology Demonstration,Long March 7,SSO,633.5,True,0.92
MSN-0000367,USA-EAR-1992-0367,1992-03-10,1992,1,3,USA,Northrop Grumman,Earth Observation,NURI,LEO,2152.6,True,1.25
MSN-0000368,Japan-EAR-2020-0368,2020-12-18,2020,4,12,Japan,JAXA,Earth Observation,Soyuz,MEO,462.8,True,0.82
MSN-0000369,India-TEC-2013-0369,2013-01-13,2013,1,1,India,ISRO,Technology Demonstration,Long March 5,LEO,608.2,False,0.32
MSN-0000370,USA-SCI-2017-0370,2017-08-27,2017,3,8,USA,Rocket Lab,Science,Soyuz,HEO,470.8,True,0.67
MSN-0000371,China-TEC-1987-0371,1987-12-07,1987,4,12,China,CNSA,Technology Demonstration,Angara,LEO,617.4,False,0.89
MSN-0000372,Russia-SCI-1981-0372,1981-10-28,1981,4,10,Russia,Roscosmos,Science,Proton-M,LEO,1763.3,True,1.06
MSN-0000373,Israel-SCI-2016-0373,2016-11-20,2016,4,11,Israel,ISA,Science,NURI,LEO,2082.3,True,3.78
MSN-0000374,Canada-SCI-2017-0374,2017-03-14,2017,1,3,Canada,CSA,Science,GSLV,GEO,698.0,True,1.89
MSN-0000375,ESA-COM-1993-0375,1993-10-17,1993,4,10,ESA,Arianespace,Communications,Ariane 6,Lunar,7517.2,True,12.13
MSN-0000376,UK-SCI-2010-0376,2010-01-22,2010,1,1,UK,UKSA,Science,Long March 2,LEO,50.0,True,0.07
MSN-0000377,China-COM-2021-0377,2021-06-17,2021,2,6,China,CNSA,Communications,PSLV,LEO,9114.7,True,26.16
MSN-0000378,USA-SUP-2006-0378,2006-01-21,2006,1,1,USA,SpaceX,Supply/Resupply,Atlas V,LEO,9163.3,True,24.4
MSN-0000379,Russia-EAR-2006-0379,2006-12-24,2006,4,12,Russia,ISS-Reshetnev,Earth Observation,Long March 7,GEO,2732.2,True,6.26
MSN-0000380,USA-EAR-1985-0380,1985-05-18,1985,2,5,USA,ULA,Earth Observation,Atlas V,GEO,1009.9,True,1.53
MSN-0000381,Russia-COM-1995-0381,1995-07-22,1995,3,7,Russia,Roscosmos,Communications,Delta IV,GEO,3249.7,True,7.32
MSN-0000382,USA-MIL-1979-0382,1979-11-10,1979,4,11,USA,Boeing,Military Reconnaissance,H3,LEO,1845.3,False,2.68
MSN-0000383,Japan-EAR-1983-0383,1983-04-05,1983,2,4,Japan,MHI,Earth Observation,Long March 5,SSO,1891.3,True,4.15
MSN-0000384,UK-WEA-2015-0384,2015-06-01,2015,2,6,UK,UKSA,Weather,GSLV,SSO,861.0,True,0.44
MSN-0000385,China-SCI-2023-0385,2023-05-07,2023,2,5,China,CASC,Science,Long March 3,LEO,3257.6,True,3.43
MSN-0000386,Japan-EAR-1985-0386,1985-10-28,1985,4,10,Japan,MHI,Earth Observation,Falcon Heavy,SSO,627.0,False,1.32
MSN-0000387,USA-TEC-1991-0387,1991-04-24,1991,2,4,USA,NASA,Technology Demonstration,H-IIA,GEO,423.6,True,0.51
MSN-0000388,USA-EAR-2004-0388,2004-06-20,2004,2,6,USA,Northrop Grumman,Earth Observation,NURI,LEO,1866.2,True,3.58
MSN-0000389,Japan-SUP-1984-0389,1984-06-08,1984,2,6,Japan,MHI,Supply/Resupply,Soyuz,MEO,6980.5,True,18.81
MSN-0000390,Russia-COM-1994-0390,1994-09-04,1994,3,9,Russia,ISS-Reshetnev,Communications,Electron,GEO,3754.3,True,9.94
MSN-0000391,USA-SCI-1991-0391,1991-11-03,1991,4,11,USA,Northrop Grumman,Science,Atlas V,SSO,2545.0,True,3.85
MSN-0000392,China-MIL-2007-0392,2007-09-18,2007,3,9,China,GALACTIC ENERGY,Military Reconnaissance,Ariane 6,GEO,1709.0,True,1.81
MSN-0000393,India-TEC-1993-0393,1993-08-17,1993,3,8,India,ISRO,Technology Demonstration,PSLV,LEO,471.3,True,1.13
